class,x_center,y_center,width,height,tile
0,-59.20995192239908,-62.28549641370897,30,30,NaN
0,-59.20996261798681,-62.285499457901714,30,30,NaN
0,-59.209970936777246,-62.28550001139123,30,30,NaN
0,-59.20997313590972,-62.28550132980301,30,30,NaN
0,-59.209975910413405,-62.28550565070613,30,30,NaN
0,-59.2099780671691,-62.28550637652036,30,30,NaN
0,-59.20998341496294,-62.28550526954148,30,30,NaN
0,-59.20998995115549,-62.2855025020941,30,30,NaN
0,-59.21000005254394,-62.28549586021938,30,30,NaN
0,-59.21000361773983,-62.28549087881237,30,30,NaN
0,-59.210007182935705,-62.285488664853396,30,30,NaN
0,-59.21001074813167,-62.28548202297562,30,30,NaN
0,-59.210009559733024,-62.28547731831128,30,30,NaN
0,-59.21001253072961,-62.285475104351356,30,30,NaN
0,-59.210020849520056,-62.2854723369012,30,30,NaN
0,-59.21002679321521,-62.28547169060591,30,30,NaN
0,-59.21004640009079,-62.28547178341114,30,30,NaN
0,-59.21005947247583,-62.285469015960665,30,30,NaN
0,-59.210068385465604,-62.28546818572551,30,30,NaN
0,-59.21007254486081,-62.285465695019795,30,30,NaN
0,-59.210073467919216,-62.28546352235041,30,30,NaN
0,-59.21007254486081,-62.28546237407852,30,30,NaN
0,-59.21006957386426,-62.285462097333436,30,30,NaN
0,-59.21006730554494,-62.28546116847477,30,30,NaN
0,-59.21006664740106,-62.285459359145385,30,30,NaN
0,-59.21007016806355,-62.28545213450736,30,30,NaN
0,-59.2100749216581,-62.28544632285728,30,30,NaN
0,-59.210071356462215,-62.28544161818735,30,30,NaN
0,-59.21006474765718,-62.285440754086736,30,30,NaN
0,-59.21005293628326,-62.28544189493265,30,30,NaN
0,-59.21003986389829,-62.28544549262147,30,30,NaN
0,-59.2100250089153,-62.285446046112014,30,30,NaN
0,-59.21001315782581,-62.28544523544673,30,30,NaN
0,-59.21000540033778,-62.28544355540449,30,30,NaN
0,-59.20999589314869,-62.28543663677134,30,30,NaN
0,-59.20999173375343,-62.28543580653524,30,30,NaN
0,-59.209983594852424,-62.28543654130032,30,30,NaN
0,-59.20997034257797,-62.28544161818735,30,30,NaN
0,-59.209963636269926,-62.28544373169222,30,30,NaN
0,-59.20996142958816,-62.2854452158762,30,30,NaN
0,-59.20996142958816,-62.285447706583575,30,30,NaN
0,-59.20995786439227,-62.2854488135646,30,30,NaN
0,-59.2099459804059,-62.28544936705508,30,30,NaN
0,-59.2099311254229,-62.28545185776212,30,30,NaN
0,-59.209901099889784,-62.28545411194729,30,30,NaN
0,-59.20989012566988,-62.285456008940095,30,30,NaN
0,-59.20988077502107,-62.285460028085105,30,30,NaN
0,-59.20987645908555,-62.2854609903529,30,30,NaN
0,-59.209870517092355,-62.2854609903529,30,30,NaN
0,-59.20986100990327,-62.2854632043139,30,30,NaN
0,-59.2098486140205,-62.285467927289986,30,30,NaN
0,-59.20983902452843,-62.28547399737129,30,30,NaN
0,-59.209831894136656,-62.28548396019011,30,30,NaN
0,-59.209828923139995,-62.28549835092256,30,30,NaN
0,-59.209825357944105,-62.285502225349354,30,30,NaN
0,-59.20981644495431,-62.28550499279674,30,30,NaN
0,-59.20981222464901,-62.28550811929489,30,30,NaN
0,-59.20980990876181,-62.2855121881588,30,30,NaN
0,-59.20981050296112,-62.28551716956227,30,30,NaN
0,-59.209819415950896,-62.28551910677449,30,30,NaN
0,-59.209819415950896,-62.285520767242026,30,30,NaN
0,-59.209822981146864,-62.28552270445405,30,30,NaN
0,-59.209834105153156,-62.28552321479208,30,30,NaN
0,-59.20984028049494,-62.28552246699807,30,30,NaN
0,-59.20984080712638,-62.285521597475764,30,30,NaN
0,-59.210483968469354,-62.28578286166592,30,30,NaN
0,-59.210489910462485,-62.28578618257173,30,30,NaN
0,-59.210495578100804,-62.28578727107845,30,30,NaN
0,-59.21050326327134,-62.28578723197033,30,30,NaN
0,-59.21051240011969,-62.28578604033694,30,30,NaN
0,-59.210520808827106,-62.28578396863457,30,30,NaN
0,-59.210532692813494,-62.285777326822135,30,30,NaN
0,-59.21054220000258,-62.2857673641007,30,30,NaN
0,-59.21054695359714,-62.285757401375974,30,30,NaN
0,-59.210550825147656,-62.28574135558975,30,30,NaN
0,-59.210549437005,-62.28573611046215,30,30,NaN
0,-59.21054576519848,-62.28573194106441,30,30,NaN
0,-59.210536615053364,-62.285726216249095,30,30,NaN
0,-59.21052793921895,-62.28572363878423,30,30,NaN
0,-59.210520950861415,-62.285723214038306,30,30,NaN
0,-59.21051486683391,-62.28572363878423,30,30,NaN
0,-59.21050535964483,-62.28572695969659,30,30,NaN
0,-59.21050124687308,-62.28572991857934,30,30,NaN
0,-59.21049347565844,-62.28573968985719,30,30,NaN
0,-59.210467330888356,-62.28575131304257,30,30,NaN
0,-59.210458948015564,-62.285756266022034,30,30,NaN
0,-59.21045544690202,-62.28575961531507,30,30,NaN
0,-59.2104541872148,-62.28576413261436,30,30,NaN
0,-59.21045544690202,-62.28576847106991,30,30,NaN
0,-59.2104604808136,-62.285771380429836,30,30,NaN
0,-59.21047856577003,-62.285776211582856,30,30,NaN
0,-59.21048278007069,-62.28577898727537,30,30,NaN
0,-59.210483968469354,-62.28578286166592,30,30,NaN
0,-59.21045544690202,-62.285682127348935,30,30,NaN
0,-59.21045782369927,-62.285685448265845,30,30,NaN
0,-59.210460436429166,-62.28568462865644,30,30,NaN
0,-59.2104649540911,-62.28568102037653,30,30,NaN
0,-59.21046812710236,-62.28567705043172,30,30,NaN
0,-59.21046950383746,-62.28567255945246,30,30,NaN
0,-59.21046880523652,-62.28566853463642,30,30,NaN
0,-59.21046614248976,-62.28566552275872,30,30,NaN
0,-59.21045912933965,-62.285662830834305,30,30,NaN
0,-59.210444751314235,-62.28565998789326,30,30,NaN
0,-59.21043113908076,-62.28565808223437,30,30,NaN
0,-59.21041741814562,-62.28565722046016,30,30,NaN
0,-59.21040590234632,-62.285657135864554,30,30,NaN
0,-59.210398403767385,-62.28565777394681,30,30,NaN
0,-59.21039147904811,-62.28566014742503,30,30,NaN
0,-59.21038095774696,-62.28566744520795,30,30,NaN
0,-59.21037582419324,-62.285669950650316,30,30,NaN
0,-59.21036838226008,-62.28567188071153,30,30,NaN
0,-59.21034759369505,-62.28567506101979,30,30,NaN
0,-59.21033898383549,-62.28567714597281,30,30,NaN
0,-59.210329485825575,-62.285680964115734,30,30,NaN
0,-59.210318781058604,-62.2856865552381,30,30,NaN
0,-59.21030689707227,-62.28569430404258,30,30,NaN
0,-59.21030095507908,-62.28570260633084,30,30,NaN
0,-59.21027837550495,-62.28571644347289,30,30,NaN
0,-59.210268809783784,-62.28572637570656,30,30,NaN
0,-59.21026530311991,-62.28573470849064,30,30,NaN
0,-59.21026565115604,-62.28574062144721,30,30,NaN
0,-59.21026767991721,-62.28574467122291,30,30,NaN
0,-59.21027029937711,-62.28574643180166,30,30,NaN
0,-59.21027438374003,-62.28574768442291,30,30,NaN
0,-59.210287012365576,-62.28574868155124,30,30,NaN
0,-59.21030483203725,-62.28574779044745,30,30,NaN
0,-59.210334230240946,-62.28574467122291,30,30,NaN
0,-59.21035785908491,-62.285742446372865,30,30,NaN
0,-59.210363778466004,-62.28574104142452,30,30,NaN
0,-59.210367505402814,-62.28573913637207,30,30,NaN
0,-59.210369158429806,-62.28573463409248,30,30,NaN
0,-59.210371070598704,-62.28573360152017,30,30,NaN
0,-59.210374635794594,-62.28573360152017,30,30,NaN
0,-59.21038165515266,-62.285731607722,30,30,NaN
0,-59.21038889657828,-62.28572585272584,30,30,NaN
0,-59.21039365017284,-62.28571865741505,30,30,NaN
0,-59.21039656908237,-62.28570902753934,30,30,NaN
0,-59.210394838571496,-62.28570149935923,30,30,NaN
0,-59.210391273375535,-62.285697071472256,30,30,NaN
0,-59.210389697029655,-62.28569154686263,30,30,NaN
0,-59.210391273375535,-62.2856871087242,30,30,NaN
0,-59.21039462191933,-62.28568398365047,30,30,NaN
0,-59.210398403767385,-62.285682127348935,30,30,NaN
0,-59.21041028775376,-62.28568102037653,30,30,NaN
0,-59.21041631165076,-62.28568179864883,30,30,NaN
0,-59.21042911945873,-62.28568600325697,30,30,NaN
0,-59.21043524412512,-62.2856871087242,30,30,NaN
0,-59.210447128111525,-62.2856871087242,30,30,NaN
0,-59.21045544690202,-62.285682127348935,30,30,NaN
0,-59.21082860407434,-62.2857673641007,30,30,NaN
0,-59.21083335766889,-62.28577289894634,30,30,NaN
0,-59.21083982279646,-62.285773820344865,30,30,NaN
0,-59.21085915295751,-62.28577243269703,30,30,NaN
0,-59.21086187923621,-62.28577289894634,30,30,NaN
0,-59.21084999524982,-62.28577843379096,30,30,NaN
0,-59.210845357430316,-62.285782942227,30,30,NaN
0,-59.21084167645939,-62.28579005696137,30,30,NaN
0,-59.21084099463584,-62.28579472634068,30,30,NaN
0,-59.21084284549379,-62.28580543466923,30,30,NaN
0,-59.21084167645939,-62.28580998238582,30,30,NaN
0,-59.210835734466194,-62.285817177674744,30,30,NaN
0,-59.210836941176666,-62.285828201382806,30,30,NaN
0,-59.210835734466194,-62.28583156824739,30,30,NaN
0,-59.210832169270304,-62.2858348891478,30,30,NaN
0,-59.21083173770938,-62.28583892112086,30,30,NaN
0,-59.21083454606753,-62.28584263791396,30,30,NaN
0,-59.21084048806074,-62.28584540532998,30,30,NaN
0,-59.21084625711519,-62.28584620487817,30,30,NaN
0,-59.21085118364847,-62.285845958813155,30,30,NaN
0,-59.21085712564167,-62.285841530947486,30,30,NaN
0,-59.210865444432166,-62.2858393170144,30,30,NaN
0,-59.2108676160905,-62.285837369224865,30,30,NaN
0,-59.21086931981596,-62.28583199362762,30,30,NaN
0,-59.21087138642536,-62.285830461280504,30,30,NaN
0,-59.210884458810334,-62.28582880083012,30,30,NaN
0,-59.210891025725374,-62.28582628229531,30,30,NaN
0,-59.210895154398074,-62.28582326599479,30,30,NaN
0,-59.210896671398004,-62.28581812951372,30,30,NaN
0,-59.210893965999496,-62.28581496373987,30,30,NaN
0,-59.2108832704117,-62.285814410256116,30,30,NaN
0,-59.21088200985928,-62.28581296962768,30,30,NaN
0,-59.21088311573406,-62.28581040265696,30,30,NaN
0,-59.21089040080353,-62.285805001030944,30,30,NaN
0,-59.2109008487107,-62.2858037321488,30,30,NaN
0,-59.21090347318858,-62.285802787095186,30,30,NaN
0,-59.21090466158722,-62.28580112664323,30,30,NaN
0,-59.21090894311662,-62.285799990593155,30,30,NaN
0,-59.21092506721934,-62.285801324744725,30,30,NaN
0,-59.21093080635725,-62.285800573159236,30,30,NaN
0,-59.21093437155314,-62.28579835922315,30,30,NaN
0,-59.21094150194499,-62.28579835922315,30,30,NaN
0,-59.210949820735486,-62.285793931350476,30,30,NaN
0,-59.21095585736408,-62.28579281101802,30,30,NaN
0,-59.21097108907845,-62.28579246026053,30,30,NaN
0,-59.21097715390409,-62.28579171741389,30,30,NaN
0,-59.21099379148503,-62.285785629087435,30,30,NaN
0,-59.211007128161846,-62.28577801344432,30,30,NaN
0,-59.21101280586326,-62.285771238492764,30,30,NaN
0,-59.21101280586326,-62.285765150162185,30,30,NaN
0,-59.21101043075791,-62.28576181416173,30,30,NaN
0,-59.21099916586323,-62.285754009570006,30,30,NaN
0,-59.21099616828232,-62.28575020607273,30,30,NaN
0,-59.21099584351465,-62.28574551781777,30,30,NaN
0,-59.210997356680984,-62.285740796827426,30,30,NaN
0,-59.21100437847942,-62.285733436126336,30,30,NaN
0,-59.211016371059145,-62.28572695969659,30,30,NaN
0,-59.21103419703874,-62.28572197832794,30,30,NaN
0,-59.21103776223463,-62.285719210900545,30,30,NaN
0,-59.21104608102513,-62.28571810392953,30,30,NaN
0,-59.211059769359025,-62.28571511349913,30,30,NaN
0,-59.21107108271713,-62.28571136195223,30,30,NaN
0,-59.21107808551619,-62.28570750184662,30,30,NaN
0,-59.211080544585656,-62.28570371330245,30,30,NaN
0,-59.211078905303864,-62.28569878281904,30,30,NaN
0,-59.21107460259245,-62.28569485752851,30,30,NaN
0,-59.2110615302074,-62.2856909831266,30,30,NaN
0,-59.21105344516519,-62.28568979834622,30,30,NaN
0,-59.21104379632809,-62.28568941107178,30,30,NaN
0,-59.21101280586326,-62.2856909831266,30,30,NaN
0,-59.21099539539626,-62.28569183610838,30,30,NaN
0,-59.2109854726946,-62.285693197070614,30,30,NaN
0,-59.21097715390409,-62.28569541101446,30,30,NaN
0,-59.21097477710686,-62.28569873192995,30,30,NaN
0,-59.2109701989556,-62.28570036388552,30,30,NaN
0,-59.21096170472181,-62.28570149935923,30,30,NaN
0,-59.21094813515453,-62.285701446962946,30,30,NaN
0,-59.2109379367491,-62.28569928541581,30,30,NaN
0,-59.21093379102599,-62.28569629678939,30,30,NaN
0,-59.21093080635725,-62.28569153661263,30,30,NaN
0,-59.21093080635725,-62.285683787807436,30,30,NaN
0,-59.21093366464786,-62.28567847248058,30,30,NaN
0,-59.21094150194499,-62.285669950650316,30,30,NaN
0,-59.21095774753816,-62.28565737933935,30,30,NaN
0,-59.21096170472181,-62.28565168559318,30,30,NaN
0,-59.21096170472181,-62.28564559723835,30,30,NaN
0,-59.210958694432044,-62.28563915583044,30,30,NaN
0,-59.210953385931376,-62.28563452749907,30,30,NaN
0,-59.210939125147696,-62.285629546115096,30,30,NaN
0,-59.210923462602764,-62.2856266389714,30,30,NaN
0,-59.21090347318858,-62.28562511821749,30,30,NaN
0,-59.21088683560764,-62.28562511821749,30,30,NaN
0,-59.210870198026704,-62.28562677867917,30,30,NaN
0,-59.21086260383634,-62.285628924285,30,30,NaN
0,-59.21084766318824,-62.285635554992716,30,30,NaN
0,-59.21084048806074,-62.285637294934276,30,30,NaN
0,-59.21082550383635,-62.28563830835467,30,30,NaN
0,-59.21081434329071,-62.285637294934276,30,30,NaN
0,-59.210807651351004,-62.28563482013313,30,30,NaN
0,-59.21080008250703,-62.285630099602244,30,30,NaN
0,-59.210792952115234,-62.28562345775573,30,30,NaN
0,-59.21078359074378,-62.28562239158873,30,30,NaN
0,-59.210772749338346,-62.28562345775573,30,30,NaN
0,-59.21076892057332,-62.28562556649073,30,30,NaN
0,-59.2107620537506,-62.285633974012015,30,30,NaN
0,-59.21074390188712,-62.2856397429118,30,30,NaN
0,-59.210739474176485,-62.28564227631697,30,30,NaN
0,-59.210737097379244,-62.28564781118568,30,30,NaN
0,-59.21073281920491,-62.285649943280205,30,30,NaN
0,-59.21071570620376,-62.28565445302681,30,30,NaN
0,-59.2107130997853,-62.28565671317616,30,30,NaN
0,-59.2107122454613,-62.2856596752231,30,30,NaN
0,-59.2107184317006,-62.285675945156356,30,30,NaN
0,-59.21071806937927,-62.285679454815686,30,30,NaN
0,-59.21071570620376,-62.285682127348935,30,30,NaN
0,-59.21069193823099,-62.2856909831266,30,30,NaN
0,-59.21068710248394,-62.2856955204468,30,30,NaN
0,-59.21068361944049,-62.28570149935923,30,30,NaN
0,-59.21068382881755,-62.28570842617211,30,30,NaN
0,-59.210682431041896,-62.28571090861684,30,30,NaN
0,-59.21067767744736,-62.285713676045,30,30,NaN
0,-59.210662228265015,-62.28571588998734,30,30,NaN
0,-59.21065390947458,-62.28572031787152,30,30,NaN
0,-59.210651532677275,-62.28572806666731,30,30,NaN
0,-59.21064321388683,-62.28573470849064,30,30,NaN
0,-59.2106384602923,-62.2857435642528,30,30,NaN
0,-59.2106374045168,-62.28575009283144,30,30,NaN
0,-59.2106384602923,-62.28575574092154,30,30,NaN
0,-59.21064138717385,-62.28576089611055,30,30,NaN
0,-59.21064559068408,-62.285765150162185,30,30,NaN
0,-59.21065390947458,-62.28577013152367,30,30,NaN
0,-59.21066319343373,-62.28577119646117,30,30,NaN
0,-59.21067767744736,-62.28577013152367,30,30,NaN
0,-59.21068718463644,-62.28576847106991,30,30,NaN
0,-59.21069391526299,-62.28576587119776,30,30,NaN
0,-59.21069906862283,-62.285762382738746,30,30,NaN
0,-59.21069968457064,-62.28575376453551,30,30,NaN
0,-59.21070144542007,-62.285752420012365,30,30,NaN
0,-59.21070615118023,-62.28575303297455,30,30,NaN
0,-59.21071332940646,-62.285755187436706,30,30,NaN
0,-59.21071759717801,-62.28575803372443,30,30,NaN
0,-59.210723540899785,-62.28576568372613,30,30,NaN
0,-59.2107264017915,-62.285766810616096,30,30,NaN
0,-59.210729091207405,-62.285765781445,30,30,NaN
0,-59.210739474176485,-62.28575795486077,30,30,NaN
0,-59.21075135816289,-62.285755187436706,30,30,NaN
0,-59.210753696068636,-62.28575298344479,30,30,NaN
0,-59.210756111757405,-62.28574522470793,30,30,NaN
0,-59.21076046635278,-62.28574145442411,30,30,NaN
0,-59.21076443054792,-62.28573968985719,30,30,NaN
0,-59.21077869133154,-62.28573968985719,30,30,NaN
0,-59.210782256527494,-62.28573802940177,30,30,NaN
0,-59.210788205936595,-62.285736786412045,30,30,NaN
0,-59.21079608042362,-62.28573667152764,30,30,NaN
0,-59.21080511442501,-62.28573771782952,30,30,NaN
0,-59.21081315489206,-62.28573968985719,30,30,NaN
0,-59.210820285283916,-62.28574301076776,30,30,NaN
0,-59.21082160141313,-62.28574525142606,30,30,NaN
0,-59.21082102279051,-62.28575099613223,30,30,NaN
0,-59.21082266208114,-62.28575297349726,30,30,NaN
0,-59.21082860407434,-62.285755187436706,30,30,NaN
0,-59.210830532542566,-62.28575802635265,30,30,NaN
0,-59.21082860407434,-62.2857673641007,30,30,NaN
0,-59.21007333712659,-62.28599357148799,30,30,NaN
0,-59.210085221112976,-62.285993018007574,30,30,NaN
0,-59.210088320322754,-62.285990881284086,30,30,NaN
0,-59.210091163106185,-62.28598194839645,30,30,NaN
0,-59.21009737985477,-62.285978026297215,30,30,NaN
0,-59.2101054238898,-62.285974753147045,30,30,NaN
0,-59.21011495215945,-62.28597258535612,30,30,NaN
0,-59.21012919186258,-62.28597087878124,30,30,NaN
0,-59.21014218083201,-62.285970971500404,30,30,NaN
0,-59.210173123438985,-62.285974558662474,30,30,NaN
0,-59.210180271727694,-62.28597452437818,30,30,NaN
0,-59.21018623499723,-62.28597364618545,30,30,NaN
0,-59.210195460123465,-62.285970630038264,30,30,NaN
0,-59.2102052493754,-62.28596589745309,30,30,NaN
0,-59.21021228791548,-62.28596109906789,30,30,NaN
0,-59.21021951015911,-62.285954274350814,30,30,NaN
0,-59.21022825750135,-62.28594284025016,30,30,NaN
0,-59.21023139414549,-62.28593268857748,30,30,NaN
0,-59.21023098796694,-62.285926369050415,30,30,NaN
0,-59.21022901734819,-62.285921618944116,30,30,NaN
0,-59.210222943942725,-62.2859142183203,30,30,NaN
0,-59.210215944963146,-62.28591110278864,30,30,NaN
0,-59.21020287257817,-62.28591110278864,30,30,NaN
0,-59.21018769426886,-62.28591297293847,30,30,NaN
0,-59.21017078581489,-62.285917191089624,30,30,NaN
0,-59.210156800781995,-62.2859217080675,30,30,NaN
0,-59.210150583038065,-62.285925493316256,30,30,NaN
0,-59.21014939463941,-62.28593434902212,30,30,NaN
0,-59.21014582944352,-62.28593656294821,30,30,NaN
0,-59.21013751065303,-62.28594099079984,30,30,NaN
0,-59.210124438268046,-62.28594265124402,30,30,NaN
0,-59.21012206147073,-62.285945418650805,30,30,NaN
0,-59.21011689434672,-62.28594713224237,30,30,NaN
0,-59.21010661228846,-62.28594818605733,30,30,NaN
0,-59.21009856902949,-62.285948640291664,30,30,NaN
0,-59.210093539903475,-62.28594818605733,30,30,NaN
0,-59.210088786308866,-62.28594652561346,30,30,NaN
0,-59.21007953370118,-62.28594593012462,30,30,NaN
0,-59.21006858353205,-62.285947632576054,30,30,NaN
0,-59.21006264153884,-62.285949846501126,30,30,NaN
0,-59.2100618157547,-62.285952171593216,30,30,NaN
0,-59.21006620673473,-62.28595980916197,30,30,NaN
0,-59.2100642469722,-62.285961149218686,30,30,NaN
0,-59.210060219630535,-62.28596203827629,30,30,NaN
0,-59.21003290175974,-62.28596328792312,30,30,NaN
0,-59.21002768958597,-62.28596408799695,30,30,NaN
0,-59.21002461278245,-62.28596534397211,30,30,NaN
0,-59.21002197702217,-62.285968408341304,30,30,NaN
0,-59.21002081398932,-62.28597254790708,30,30,NaN
0,-59.210023424383785,-62.28598084143512,30,30,NaN
0,-59.21002797063955,-62.285984270125965,30,30,NaN
0,-59.210035408837676,-62.28598757554883,30,30,NaN
0,-59.210045102016956,-62.285990462736905,30,30,NaN
0,-59.21005551114699,-62.285992464527105,30,30,NaN
0,-59.21007333712659,-62.28599357148799,30,30,NaN
0,-59.2106782320334,-62.28606253507201,30,30,NaN
0,-59.21067652767405,-62.28606175657863,30,30,NaN
0,-59.21066254202084,-62.28606245045462,30,30,NaN
0,-59.2106580292565,-62.28606198159282,30,30,NaN
0,-59.21065713945246,-62.286060082685246,30,30,NaN
0,-59.21065957978371,-62.28605384827322,30,30,NaN
0,-59.2106580292565,-62.286052018965904,30,30,NaN
0,-59.21064971046606,-62.28605091200714,30,30,NaN
0,-59.21064376847286,-62.286047591130675,30,30,NaN
0,-59.21063996912935,-62.286047706235536,30,30,NaN
0,-59.21063307288512,-62.28604925156897,30,30,NaN
0,-59.21062118889875,-62.28605312592463,30,30,NaN
0,-59.210616435304196,-62.28605755375907,30,30,NaN
0,-59.21061041866221,-62.28606049531306,30,30,NaN
0,-59.21059314116305,-62.28606539747624,30,30,NaN
0,-59.21058672533821,-62.28606806986323,30,30,NaN
0,-59.2105760297505,-62.286076372048115,30,30,NaN
0,-59.2105570153723,-62.28608412075195,30,30,NaN
0,-59.21054866248253,-62.286089861129554,30,30,NaN
0,-59.21054513138593,-62.2860946368468,30,30,NaN
0,-59.21054548905597,-62.28609987081796,30,30,NaN
0,-59.21054869658182,-62.28610459945957,30,30,NaN
0,-59.21055460624911,-62.28610703702684,30,30,NaN
0,-59.21056491428617,-62.28610800524641,30,30,NaN
0,-59.210578524568795,-62.28610765257415,30,30,NaN
0,-59.21060455131781,-62.28610570641634,30,30,NaN
0,-59.21062430388632,-62.2861039171863,30,30,NaN
0,-59.210643104212224,-62.28610111292418,30,30,NaN
0,-59.21066005671748,-62.28609742920806,30,30,NaN
0,-59.210674666837434,-62.28609297641101,30,30,NaN
0,-59.21069249281702,-62.28608522770949,30,30,NaN
0,-59.210699421819804,-62.286080467189926,30,30,NaN
0,-59.210702000006165,-62.28607692552701,30,30,NaN
0,-59.21070145252526,-62.28607262733737,30,30,NaN
0,-59.210698434810205,-62.28606917682136,30,30,NaN
0,-59.21069467705394,-62.28606790972278,30,30,NaN
0,-59.2106782320334,-62.28606530246774,30,30,NaN
0,-59.21067585523608,-62.2860641955095,30,30,NaN
0,-59.2106782320334,-62.28606253507201,30,30,NaN
0,-59.21050710262951,-62.28602711238415,30,30,NaN
0,-59.21050116063631,-62.28602711238415,30,30,NaN
0,-59.210496548074374,-62.28602568872867,30,30,NaN
0,-59.210486899852626,-62.2860188101856,30,30,NaN
0,-59.21047923405576,-62.28601719838669,30,30,NaN
0,-59.21046969421422,-62.28601643318607,30,30,NaN
0,-59.21045942329411,-62.286016608703974,30,30,NaN
0,-59.21045005949486,-62.286017703225646,30,30,NaN
0,-59.21043936390712,-62.28602047062551,30,30,NaN
0,-59.21042519093219,-62.286022154963085,30,30,NaN
0,-59.21039084400911,-62.286022022513684,30,30,NaN
0,-59.21037637877929,-62.28602323802511,30,30,NaN
0,-59.21035599445533,-62.28602683242093,30,30,NaN
0,-59.21034666881337,-62.286030433262916,30,30,NaN
0,-59.21034495040948,-62.28603335724208,30,30,NaN
0,-59.210345191707155,-62.28604114954297,30,30,NaN
0,-59.210343103617475,-62.28604371677427,30,30,NaN
